Customer Age,TransactionAmount
16.9,13260.53762320719
18.1,12771.468234643578
6.7,5143.543206109371
14.4,14325.312901668074
18.9,10319.839657889768
6.7,6232.349025474976
14.8,13376.433691931055
13.7,14852.62811680257
15.4,11718.678344107664
13.4,14331.233447659653
13.0,14101.11901008933
15.9,12509.755958278192
7.5,7106.017885822922
18.4,9561.767136879327
19.1,9003.641420380724
12.9,15350.847286282582
17.7,3708.229630328365
6.4,8415.470954062732
7.5,6350.491983125547
20.5,8989.644641478775
18.8,9509.461747354339
17.7,4993.9309789041945
17.3,3474.8092919107444
13.8,15012.138635056695
14.8,14268.471336333374
17.8,13008.617408691944
15.6,11821.61147116832
16.5,13826.808987170813
17.4,9256.445698041049
16.0,12035.706897965238
13.7,14664.7405160242
14.7,15173.187447929722
13.6,14300.017155865324
14.1,15992.419245871331
15.5,13371.18817637225
15.9,12446.543573953806
17.5,6382.110985136466
18.2,13443.259881727256
5.8,6519.37232212245
18.8,8854.854740466586
13.8,15218.440421467236
15.3,14266.091733868596
15.2,13458.960852421484
17.1,4938.364933907212
19.1,10442.942879380334
20.3,9834.991893371354
20.1,9792.647002856344
16.3,5632.98334317211
16.3,12159.67429276311
15.0,14609.521036108043
17.0,4630.432781725205
15.8,12654.75599756467
13.4,11009.992188058599
18.7,3313.927533654114
7.1,7570.7808093403955
21.2,8687.996921263657
14.1,13480.71950196623
7.1,7666.52898965939
14.1,13873.124416580224
6.3,7257.72788034886
14.7,12705.760250590616
16.4,12228.160521851092
14.0,14428.070240057119
19.1,4696.814895109544
18.5,6040.868353531551
11.8,15924.873631107692
15.2,15734.368686385933
19.5,9714.354565922844
5.9,7114.668853864237
17.5,4632.308800159039
6.9,5745.425252614656
18.6,10477.246064260462
19.2,7922.3205946345
14.4,16064.549421642596
6.9,7517.787956194462
15.9,13734.01127675528
15.8,13037.45989204717
19.3,6855.9686392492395
18.7,10110.209773939945
16.2,12580.224012598519
17.4,11989.799465814844
12.9,13305.414951841378
20.6,7924.95858263486
18.6,5575.604975712915
7.3,7406.806388598751
12.6,14094.395941218454
19.8,5669.291197132843
19.3,9047.57827022943
16.4,13434.367945823606
19.0,8959.201677037307
17.6,13322.529524621854
12.8,13467.03234559109
6.2,4511.340701652769
14.2,13650.929675424111
18.1,6090.962177123282
18.2,4743.63033440818
19.0,9728.026166034706
8.4,6463.7003089216105
8.0,5926.010128914366
18.7,4702.532141956523
18.9,9957.38903441576
16.7,12786.859926060755
18.4,9466.215072098152
13.1,15518.083254927364
15.7,13925.025362095615
20.0,10155.203704932854
4.5,6742.521967418345
13.2,14166.361404907657
19.0,9464.98710638032
20.7,9118.738345097103
14.1,16420.157628441375
17.2,4880.320023160101
20.7,10122.558832337143
7.7,6048.326829217215
13.1,12629.123373003156
18.0,10385.25348072236
18.4,4685.278235020578
9.6,5780.093044881289
18.5,3880.832816920137
16.4,12410.344402901845
8.8,7380.400041154261
14.1,15796.12466671565
18.5,6689.80790605842
6.2,5806.641427849467
17.3,3731.1796159690866
17.6,10033.982629966666
18.2,6122.4065651770825
13.9,14101.042205468624
6.0,6868.517930388014
6.4,5382.930675687234
7.3,6151.180049632889
15.5,14074.076020142282
7.2,5870.792116826795
8.6,7108.6204911554005
12.0,15223.985688374578
16.8,10119.97039708314
8.9,6404.746134706867
13.8,13137.76637712464
12.5,15639.730726651842
17.3,12306.903993870603
6.2,7291.863118390733
16.3,13244.22244698549
17.0,9412.175577858501
19.4,5820.722945593249
9.0,6355.753667490116
18.8,7377.080271724758
5.9,7204.963196192095
14.2,11818.233627614698
14.5,14019.285691217607
14.6,14724.135570312174
6.6,7862.537273652109
15.2,14760.304623716744
18.7,6331.791975190097
13.3,14775.926832565468
17.7,3333.9730213349894
15.8,3997.2483334535523
13.1,15743.29405462897
18.2,14749.730912461038
7.3,6594.470230775865
14.9,11810.513160934392
7.5,5564.417844823697
17.0,13179.572611051597
15.8,13477.700870323364
16.1,12283.271159144211
17.4,4687.2878995874935
17.3,6014.362088994483
7.2,9671.517122563011
18.6,3234.876486291906
14.0,14717.717099868321
18.4,7030.999207558088
14.9,12087.636679355957
18.9,6170.292837087184
13.7,13547.868455705531
13.3,14972.182142491474
17.4,5624.410034575189
20.8,9629.870926676442
15.0,12113.805035535908
7.2,5287.100428343152
15.7,12409.518910389099
19.1,9200.065042407445
16.4,11225.710451626106
13.5,14027.042810960347
7.8,7529.723154471922
18.3,8640.956848584081
15.0,12769.635654257538
20.4,5963.152498867592
18.3,3762.419901930283
14.2,14359.39645993299
19.2,9975.319594476894
14.1,15786.669514670306
13.4,13542.164917379756
6.7,7195.2067402835655
7.5,6908.067666305892
19.8,9604.161856891165
15.5,13537.98745969325
5.7,6044.891274386905
7.0,6755.498711426592
16.0,12058.947363225045
13.2,15785.13167051322
18.4,7984.620461299018
19.5,7939.283275338552
19.2,8934.43752866464
15.1,13525.85681658851
12.4,14564.659195187154
15.0,11883.030973352925
12.4,13371.822111937658
18.0,5445.340686557255
7.8,5588.378506202223
17.7,5658.360160876097
15.8,12282.17895811688
14.4,14151.465693424154
17.3,12821.469543164501
20.1,10295.411981651354
15.0,14263.995456338196
21.0,4594.031785547763
18.6,10754.849278495923
13.7,14821.401816929932
7.8,6560.830775900653
15.4,11080.826963328394
6.7,6688.7736901231765
16.5,14026.123950357893
18.9,8668.46800641445
12.8,14398.824711840994
14.6,12876.706853886324
15.3,11993.202213536688
19.7,9589.998956232896
21.1,10120.006450741124
16.4,12329.0226037057
15.5,12456.236451165629
16.9,5206.371981130439
6.9,7931.447679556088
7.7,6285.93428484836
15.7,13596.126142511037
7.0,7305.645337471341
21.4,6293.2326133036095
6.5,6710.780704968907
19.4,9766.419782548952
7.3,7119.949865813338
15.8,12264.068523976688
11.5,14477.816776744648
16.9,14071.994112297205
13.3,13094.688239806608
13.6,14900.78509251632
13.3,15848.868168524248
14.3,11928.517363149074
7.6,7292.206101971259
17.2,9669.005027152723
14.7,14342.54901664626
19.0,9667.125867811135
17.3,4561.056416710295
19.8,9524.348185784116
18.2,6712.9193428036415
19.0,10375.35798571366
18.2,5271.509409342175
18.9,5640.258616725926
18.4,10035.35676658964
17.8,5434.535474936378
14.3,12451.23160562307
15.2,15345.998636246251
7.2,6269.045309520331
14.4,16325.169207543333
14.9,14345.193232206968
15.4,11639.04978258401
17.4,5200.422820605541
18.0,6027.203515189058
17.0,5287.985824480459
19.2,10011.972180801265
13.6,15044.004781717644
18.6,9779.047639835315
17.8,8200.626154288959
18.1,11460.623453309692
7.6,6592.101283582332
17.9,8491.15377485483
13.6,15390.233038294426
7.2,7023.229248921757
16.6,12714.101079427903
18.5,10195.645445326327
13.7,12788.440572665624
14.0,14374.91366005684
19.1,8690.938031528336
15.3,12604.304686142379
13.7,13967.647854506002
14.7,13309.8005517398
15.2,12538.809277539736
15.8,13155.174027420198
13.5,14611.43155983669
13.3,15278.842092766245
8.9,8135.743482645894
16.5,13420.464058395637
15.8,14168.145486441626
7.6,7120.632596782999
7.4,7124.76324859011
18.7,4696.111592950943
17.4,14712.77918799225
7.1,6332.728510620944
6.6,6106.310369512268
7.8,7230.572541373358
20.1,7685.3433353937235
17.8,6423.549860492314
18.8,5607.909441874056
20.1,10453.404640860736
14.3,14479.724988822843
21.9,8798.519633429429
13.7,15667.551833988678
17.2,12419.207968924462
15.5,13012.59353600282
18.0,5857.663345149018
19.4,5313.781466149685
13.6,13894.286709109509
13.8,14691.06055680691
15.9,14475.41680888032
19.9,5407.328453416097
8.9,5978.3921074252
17.2,9282.174935619536
14.2,13638.910298222603
6.9,6509.997303641645
7.5,7524.148691867294
17.3,5905.591872423085
14.8,15324.48350666527
15.8,11406.533229605793
15.6,10029.52703966715
7.3,5778.08384598469
15.5,13524.403182412247
7.0,7579.288444123507
6.9,6345.663862642565
19.3,5308.358829162755
8.3,6822.839818621759
14.1,13368.528198350945
16.5,5132.754964905801
14.8,13804.136252588
19.3,9808.594945021874
17.6,7172.763068322148
19.4,5164.851460563127
15.6,13112.765606997895
17.3,5919.048918687366
14.1,13581.585980684888
16.7,12409.664586514007
18.3,9645.16787307505
19.9,9765.773406445132
18.6,9103.43856113887
13.6,13577.102419010047
18.6,8905.393647346546
18.6,8300.631000134525
13.5,13696.394206686415
18.9,11729.49189060124
19.7,8050.800238956334
15.8,12023.33610177583
17.7,9265.01716637972
8.3,7428.969539990962
20.1,10258.500403908234
5.9,6405.265512889153
16.1,5016.702326540421
19.2,7988.0018747662625
16.1,11819.74530366693
17.8,4832.919934081465
15.2,12583.696867914266
17.8,5744.3695442708695
19.5,9931.942074395261
10.8,13545.021133578728
12.3,14648.831056525152
13.1,14998.992029203335
17.9,6482.306029735083
19.7,9078.72437061361
15.3,17341.66024258994
20.2,10296.185199452108
13.8,15195.477161084875
14.3,12747.116291479804
21.2,10268.001931826015
21.0,8798.958588315894
20.2,10262.386180539985
13.1,14145.148651768171
15.6,16078.879235348706
19.2,9175.323973048427
14.7,13831.786373662806
16.7,12784.444974738211
13.5,15330.857851398923
14.1,15499.229457646605
12.6,15326.34070154283
15.0,12400.076457147026
7.1,8982.290840503196
20.2,7338.4043895057175
19.2,8818.96589313044
15.8,13853.562905710145
16.5,5443.441004888361
17.7,5602.222921406342
8.1,6026.408016977086
6.5,6539.968809070755
7.4,7720.2995429242965
15.6,12155.141442927954
8.9,6388.607081682707
6.4,6310.056652957098
6.9,7188.067149498114
17.1,13143.370664218954
18.4,10103.57948600447
18.8,5757.024512759984
6.1,7549.058041812923
6.1,6181.709914156192
8.7,6393.510592868416
13.6,13988.9175239912
15.1,13421.77355190147
16.5,12309.146185626692
17.5,5617.471962990036
13.3,13765.036418869859
18.9,4709.214149158243
8.4,6789.432074452302
17.4,5847.111369222524
18.5,5115.548229139174
16.4,15193.035465191144
18.3,5780.684066692243
14.8,13101.707849364167
6.5,7984.5953554339785
16.5,4429.687768618568
13.8,13878.364388195503
17.1,4986.78768553006
18.6,6058.077736063491
15.5,13161.486483102148
7.5,8374.86534251342
17.8,6966.789894952686
20.2,9905.488364207522
15.8,12089.43363897441
15.2,13203.379881412406
14.3,12081.670582857983
16.9,12012.102053157701
17.6,6236.47130346657
15.5,14155.159346133634
18.2,5355.928922678205
18.8,4902.383448987309
19.3,4316.041588961115
6.8,5977.7992728627505
15.2,13877.12869045671
6.4,7885.40867803979
16.9,6524.325691791551
14.2,12806.403167486393
16.0,12335.242957212833
19.1,8941.278750292739
18.3,9546.067614018999
15.2,12996.467366300942
18.9,5923.328773892454
19.1,3937.255554611805
7.7,5707.300555824239
17.8,5170.687201101305
16.4,12886.36580042431
12.2,13633.451194455858
14.8,13854.90030040864
14.8,12694.143997637848
19.1,9150.899718080242
7.3,6156.234772863659
16.9,13504.418355158152
7.7,5656.925093374968
13.8,12073.239872658181
12.6,13873.039388969566
18.4,5658.9660620507075
7.0,7198.135058970061
13.2,15717.492209962815
14.4,13331.310468517277
15.5,14500.461591756866
16.6,12208.89531851495
7.9,6310.1679115236875
17.4,6160.682670448339
19.3,10159.591287949863
15.6,13293.859744977375
15.0,13010.543129317144
19.7,8046.098560329026
23.1,10131.166016805
18.2,5955.661525701783
8.5,7237.7260876809
18.2,3882.469383178686
18.5,8317.017611032137
15.7,14562.046013505613
17.1,12882.330498704361
18.4,9638.338276349852
16.2,13850.368562074162
15.0,13459.515762505493
12.4,14728.335864429191
13.3,13764.738296096697
15.2,15207.744548728968
20.6,8103.520200793798
16.0,12312.835725462362
8.1,7454.048679480416
17.3,12024.451325326338
21.2,8996.687739859737
16.4,14137.854056781078
18.9,8847.707468916145
20.8,9089.84293400606
13.6,14806.71181290129
15.9,13815.106724863117
15.0,12648.964559906062
14.3,15695.280180906737
6.3,6915.242081337821
6.4,5674.882076475093
16.8,12899.500094670075
7.6,3729.8768609897593
7.9,7448.853142347566
17.9,10455.35316295259
18.5,6790.84722079881
18.2,9565.07499470785
19.0,3798.4838157025183
6.6,7214.8775526758955
17.4,7781.303417544925
16.9,12925.323528119394
16.7,13556.942056215134
13.9,16331.61174160819
13.8,14988.932720639585
19.2,4335.051424244724
7.3,6523.881215524535
9.4,5473.761430809295
17.9,5032.320894964609
12.9,14480.494812654364
13.5,14291.791493802348
13.8,15472.503044836874
17.4,5612.322872891823
13.1,13886.526830493714
17.9,5033.423296628576
15.4,15068.922857104344
20.7,9738.754853682214
13.7,15902.58430889677
13.0,14164.406826205284
18.2,4189.345594970822
13.9,13445.222656595664
14.5,14174.585082323207
18.5,5525.683699070297
13.9,15001.936549275928
19.0,10202.194767017725
8.1,6591.069610346872
7.8,7183.45538455525
18.6,8258.52324342572
18.5,9856.481553962794
20.0,9752.865020207093
14.0,10687.571003725547
8.5,7166.9219021820245
19.2,5216.805376130565
17.9,10168.935965592218
15.0,10489.06355567234
16.8,13317.254715521833
17.5,4631.058002999026
6.6,7044.238332928509
16.7,11690.051323877493
17.9,8030.030449206716
21.0,9637.434058670417
21.1,9370.665083009451
15.3,12621.764506756346
5.1,6236.332305482737
18.2,4819.284301176721
19.5,9630.909374744526
16.5,13396.168037339112
18.9,8281.207512786961
8.4,6927.645813148189
15.9,12827.827382898215
7.4,6773.455623632331
15.8,12924.940567658694
18.0,9161.484089229156
18.5,8199.59314569073
17.9,7098.477003021289
14.6,14315.476878798003
18.3,10079.405606724213
20.0,4016.698954394636
14.5,13291.920676763208
17.1,13987.095864673425
14.5,12464.256315311372
7.6,6153.481432659282
18.8,4880.987783487473
14.4,12608.88384123135
7.3,5951.387555776546
16.1,12125.562845332748
19.3,9794.32055038467
13.8,13873.564982732036
19.0,10305.004433838267
15.3,13620.882334172444
19.9,9662.953064826
16.6,13727.246452031946
17.4,13470.589608609203
17.8,13713.732264768902
19.0,8781.550982022174
18.1,4563.804072575093
19.5,4505.1105705847285
6.5,6841.3596637083765
7.7,7431.446952636127
8.8,7267.805790492859
17.7,5577.805794673957
12.1,15267.755145430829
14.6,13958.333353175776
18.5,10374.210923660125
16.5,5347.807944391919
15.0,13253.590404834207
13.1,13180.212785745849
13.5,15772.765792481701
16.7,12927.799549230956
12.6,13369.619515194147
14.0,11948.857397568438
5.9,6883.061065952057
19.0,5207.903650581986
6.7,5681.253520548136
15.3,13631.192529704555
18.8,9970.504353086413
18.1,3391.8314893199076
16.0,11272.63968473195
13.2,13522.136999493565
14.5,15206.927876100466
7.4,6468.285554491738
19.1,10214.590606080423
17.8,9697.269197680122
19.9,5668.834786649075
16.2,5828.763831746907
14.9,12893.40118046863
13.3,16530.153660208543
15.4,13282.563761511386
13.0,14254.797349415307
7.1,7248.936422283509
7.5,7867.054076659848
18.8,8669.693170770666
7.2,4955.585595109463
13.9,13525.120868384161
15.1,10926.362546444267
16.3,12140.32241785039
19.6,6367.89598833481
17.5,10707.84940960511
14.2,15557.897266037124
14.8,13829.775236248866
18.4,5292.253929984586
18.9,6062.325147433705
16.4,6545.143430826516
18.0,5350.1820571600565
11.9,13190.19789766874
5.8,6355.305762361437
20.5,10222.824368558237
16.9,6668.803967962862
13.9,14782.18914060836
19.6,8753.941872605152
19.6,8640.795582644805
13.7,14594.37358888403
18.0,6254.543382418314
18.0,7543.545041846854
18.9,10290.503654723609
6.7,6710.952795769159
17.0,11240.261918990986
15.9,14476.444065189791
16.4,8279.86769358257
6.8,6513.502202683937
13.9,14070.617064414693
19.6,10211.427847786465
14.3,12365.350034667224
8.4,5921.495655809899
19.0,9930.216579668775
18.5,11412.808295557204
14.1,15727.074566801151
20.4,10066.693100101007
13.6,15060.800573484004
16.4,11768.09155521028
16.5,12071.78551608949
16.0,15270.356077992154
7.3,6057.351942584644
15.7,4649.277104742062
17.2,6126.065039541376
6.2,5667.436444639031
6.3,6677.6177560477545
15.0,12507.699935494396
14.9,11750.011183869266
16.9,11303.928382335052
16.6,2754.852571153614
15.6,13633.136129607865
18.6,6268.157415097618
7.7,7126.468032860814
14.3,15221.892229724303
18.0,9727.313534685409
14.3,12931.881529322827
14.0,13486.237509186225
7.1,7877.374676231579
19.1,6396.095276950304
18.2,10220.096875873436
6.7,6948.308972133429
20.3,10171.881929883742
14.5,14494.831440768252
8.2,6368.157034500533
12.5,15771.141640488851
19.8,10871.12929134914
18.3,9305.97270663662
7.3,7322.574413867258
17.4,4441.158019940713
18.5,9324.081949392912
14.7,13326.082517932242
17.3,9694.062133631329
7.4,7918.1705433797515
19.0,10035.407600071443
18.1,10228.681123345994
15.4,11130.846396741372
13.6,13134.763163482667
17.2,6611.312628888299
6.8,7378.477715839308
18.7,4683.169426169321
18.9,4807.451853945928
15.2,13081.504468794536
14.6,13743.922957812123
15.0,12353.281915264883
19.1,10160.331239131232
18.9,10193.847270913126
17.3,13217.743172826447
7.5,5790.929954603423
16.9,4290.765401988483
14.9,15724.705814484221
17.7,5053.296853146641
14.8,12936.655638089947
14.6,12510.329079992225
17.6,4339.314805919432
15.4,12631.3721328945
15.4,15517.730343336889
8.0,6981.848571928555
13.0,15488.169986347662
19.2,9105.762749542688
19.3,5166.228385672806
6.9,5482.27880056075
17.1,3854.727160330809
6.0,6728.701027839476
15.9,12353.888233618316
13.0,14555.533783437473
13.9,14665.34938163999
6.7,5915.610823482247
7.3,7115.405733667397
16.1,12752.055649466038
15.7,15215.06639248086
20.5,9864.756391045274
6.5,7155.879084322275
16.9,14725.272166377128
14.3,14359.135543794537
17.7,8021.615516873587
20.2,8223.589083417255
6.4,7114.260267832493
12.3,14570.96756946343
18.2,4851.960193757562
17.9,5471.587153266475
14.6,14287.127419010627
15.9,13837.872487655259
18.6,5295.113899415224
16.5,12835.267402796391
18.1,5522.450377046013
19.3,9703.625287456482
14.6,14388.4553677794
7.1,6751.587941996013
16.3,11647.1389566729
18.3,4513.119424317459
5.4,6503.883187426141
17.7,6874.050616648024
12.6,12521.719373544496
14.0,15713.866215341342
19.7,5305.2758023088645
5.9,6593.0908034656
18.2,9181.102907928243
21.3,10225.902999781227
18.6,10660.259625034401
18.3,5800.652526632285
16.4,12278.666075558825
17.0,5525.591409699694
5.7,7554.249488120455
14.6,13771.404305114975
19.0,9000.777792265866
6.4,5869.895700482819
20.6,9952.921426747951
19.2,10086.923906281007
19.4,10650.538177961304
8.2,6214.932058281216
13.0,14185.109449223632
17.7,4309.703490168639
20.4,12464.254157960764
14.7,12310.733967176628
7.2,6512.632749004275
15.2,14182.585794520286
18.6,9244.700439967215
13.8,14896.950542625473
14.5,13985.83685350307
11.9,13624.02895910759
9.5,6509.872781758877
15.8,14556.972925439244
9.1,6159.374843337365
18.5,11655.19329149458
13.3,14873.468250119147
16.4,11704.142755523504
8.1,7690.439828936583
13.0,15205.810678426797
14.2,13983.352584845536
18.6,10081.047272341093
14.3,14533.264714698968
15.3,13551.246666100542
17.2,5419.290579837082
15.6,12744.511177875293
18.9,9030.283672975454
16.5,4718.986646045933
17.7,5833.369068140933
18.6,5882.035424978316
17.2,11894.84372089966
7.5,5490.194948636048
15.3,13579.935729654979
7.0,7546.8930854140435
8.8,7347.9819680960545
15.6,4254.012612278574
14.3,12377.159970729537
8.8,5268.220616434437
14.7,14950.4826653655
19.2,10404.578552690777
17.5,6432.555877530662
17.6,5056.227330762104
21.1,9632.327076951342
19.3,3812.160077930938
14.1,13708.633209253514
14.4,16763.229073175124
13.9,14326.548864296048
15.9,13884.498605146864
9.3,8531.988067654089
17.9,5623.2380923441415
15.8,12783.809811149362
19.6,11157.946744048622
12.4,14267.965685736288
19.1,9245.830590840433
18.6,6524.513916185789
8.3,6878.342704941625
19.1,9210.264479409137
9.8,5742.276132076227
16.9,12232.158073528863
16.6,11530.698504616186
18.2,3905.6372086119854
6.7,6246.963327556866
12.2,14603.93543075625
15.2,11776.188619022341
14.4,16037.34007902536
18.8,5445.8169164633555
13.6,13676.13952867264
12.9,14458.026001480906
8.7,7006.394577106392
6.5,6469.639043625782
6.7,7143.113186553486
14.3,14888.709052886636
5.3,6095.318713852499
17.4,11370.707606515209
17.9,6761.697190434863
12.5,13917.203292188553
18.6,5519.081022792756
17.0,6579.796502242148
19.8,8709.783628025933
7.4,7017.452596797012
20.2,10957.173426117442
7.0,7514.823502032834
5.3,6269.480789693755
5.7,5709.8831870234535
8.7,7479.230355703403
8.6,6141.047221667045
17.8,4538.410498076902
17.3,8744.687859757149
20.6,9869.461162756254
18.7,10445.503496673864
17.2,4425.549273010606
15.6,11508.286414115624
7.1,7033.323435929571
19.4,9550.807492694388
12.1,14581.814242065684
14.7,12820.040481982503
18.1,10295.28887410727
13.4,14642.304444626965
15.7,12947.951012663863
17.8,4709.654560426112
16.2,12589.6495614032
14.7,11976.16815732692
19.4,10168.072686329635
19.2,10526.60368220818
7.2,6495.526036787479
15.0,12827.741511613069
15.1,14385.494280654128
18.0,7305.907763673365
13.2,14645.430613721954
19.5,8252.918544467835
18.2,5378.235315870905
17.4,4735.014385977774
21.1,8461.060403877713
20.4,8914.070483798696
8.6,6082.605957274125
12.8,14572.568784276607
20.6,11006.124340517063
17.2,7381.7983354545195
16.6,10924.762804124543
15.3,14273.956625596504
14.7,14614.129222523052
15.7,15141.890943051794
20.7,10854.85358123534
17.3,12764.38088805035
17.9,4845.48235652073
9.1,7485.529586381749
11.4,13969.627380927595
8.5,6109.038172682169
12.9,14530.757672532141
21.1,11070.702355476853
13.4,15177.764600988534
17.7,4753.477297791901
15.1,15172.137124708144
17.6,5007.908269345174
18.4,6830.697826911513
16.4,12023.63598747308
6.5,7051.376099752547
14.6,12672.055308729061
15.2,14544.581737210437
18.0,4525.714099163313
7.3,7213.876798520286
14.0,15642.117194699462
17.9,6151.328012722207
14.1,13547.887013408485
14.6,13895.50790180011
15.9,11604.672965691056
7.9,8361.43372677531
16.3,13776.94173890714
17.5,6409.996101334334
9.3,6287.965236130607
18.5,9074.64521926317
6.2,7389.638008318586
8.9,6809.500897142741
18.4,5404.239029079996
19.9,9363.429809334923
18.8,5392.290973765029
15.2,14293.824190616324
19.8,9582.906473079263
19.1,3130.5210468817413
18.1,8924.461836364248
15.8,13627.644049210063
7.4,7299.941585577493
17.6,5157.991143941603
14.7,14104.158557269779
6.1,5928.940217241229
16.5,12143.721610743118
16.4,10364.71844895649
6.7,8088.341922984268
7.3,6052.067932579399
16.6,12147.20414601457
8.9,7699.706668328942
14.7,15043.93354008384
14.5,12366.667772223647
8.1,7143.651837647546
17.5,5345.751477555835
15.1,15402.4755281904
15.6,13327.440494077613
18.4,9472.261458136214
7.8,8074.120590193995
20.2,11098.560054648085
19.3,9543.0287822125
16.8,5528.772400525294
19.7,5176.567505844884
14.1,15337.047979141942
20.4,9647.527786840292
18.1,10280.702309756914
5.6,5758.110579373931
13.9,15067.118113572742
18.9,10790.494068128317
20.0,5160.610323696297
19.8,9818.846421478609
18.3,6653.341515358871
8.5,7140.649223283779
17.2,12741.466543316588
16.7,13175.869529951475
18.5,9681.394896251119
13.4,14308.44728840671
19.2,9389.76687258032
15.8,15111.564553118835
16.1,12582.521657687937
12.5,16031.579902405274
7.7,5208.028022097813
6.4,6328.373695976923
20.4,7250.090096628856
16.7,5684.007300629628
13.6,13947.066070616105
7.1,7390.523998060974
15.9,13564.99204496715
19.1,6180.401812837504
19.0,8941.370494156532
19.6,10146.598263194464
21.1,11025.135453959958
13.7,12195.217458410913
18.6,9222.431671966147
16.7,4974.780624084988
15.3,14061.242745918971
18.5,4562.81444585447
14.8,13877.28552173516
18.5,5147.643970285883
17.3,4579.6628559521905
6.7,7198.241944180624
14.9,12255.281030900345
7.9,5852.917156563165
18.6,5071.756542379309
18.4,9663.569604846121
12.8,12523.709423509199
20.3,9323.76445604184
9.1,5909.431983781563
6.6,6520.910461839651
18.5,5927.102339719064
15.3,14785.881575329044
16.6,13203.956860061366
19.7,11130.949877109866
17.8,10962.733136376843
18.3,11187.990277025961
11.9,14190.918456495434
16.4,13421.656662776777
15.2,11714.479025894258
17.2,5688.2864574331
16.8,6477.001434174122
15.2,12667.177951444177
19.2,9109.780088043384
18.8,9969.69104475493
19.1,10751.352688781184
7.1,7306.185778890284
16.6,11227.140548345857
19.5,9575.75368779437
18.2,6000.568170374746
15.9,12497.617953320392
12.9,13791.320376839509
15.9,13160.20876719851
5.9,6283.756575824626
18.2,9417.783913861602
17.5,11710.351274600544
11.3,15078.289006260913
7.7,7939.887137391839
7.9,5598.981060273972
15.6,10618.477668933048
13.2,14475.189660897546
18.9,5490.339286404488
8.2,6904.671463458227
13.9,15412.864694285794
19.6,9105.154611343698
20.0,9289.657822973653
8.2,6508.822850581564
20.0,9867.462968961767
14.7,14211.981028358727
14.8,13711.740700754577
19.8,9028.410267495585
19.5,10427.541001004387
17.7,9238.379405566397
20.3,11593.634761547992
19.4,8621.681773604696
14.7,13864.994882007715
7.0,7522.548758926056
16.9,5830.2864928266745
8.1,6455.274782663047
7.9,6652.533000554447
7.7,5700.812501986111
20.2,8853.263468578722
19.9,10836.147628481795
18.8,9753.155364496251
14.1,14244.444650492449
12.9,15353.312655891961
16.4,14009.912417023292
8.5,7612.198884215631
15.5,12032.603737283844
19.9,9292.069577503125
6.2,5938.774978535439
20.5,9610.977097367591
7.4,7785.25357927728
18.3,10749.112179039606
18.9,9797.76000832042
12.5,15516.796807104425
19.6,8840.10392900208
18.7,10306.52688353098
15.3,13474.035959931844
16.2,12509.031479478046
